symbol,name,sector,impact,first_hop
MMM,3M,Industrials,0.0,-1
HAS,Hasbro,Consumer Discretionary,0.0,-1
GRMN,Garmin,Consumer Discretionary,0.0,-1
LLY,Lilly (Eli),Health Care,0.0,-1
GM,General Motors,Consumer Discretionary,0.0,-1
VTRS,Viatris,Health Care,0.0,-1
IRM,Iron Mountain,Real Estate,0.0,-1
BA,Boeing,Industrials,0.0,-1
HON,Honeywell,Industrials,0.0,-1
WST,West Pharmaceutical Services,Health Care,0.0,-1
J,Jacobs Solutions,Industrials,0.0,-1
INCY,Incyte,Health Care,0.0,-1
IDXX,Idexx Laboratories,Health Care,0.0,-1
EQIX,Equinix,Real Estate,0.0,-1
CASY,Casey's,Consumer Staples,0.0,-1
OMC,Omnicom Group,Communication Services,0.0,-1
EL,Estée Lauder Companies (The),Consumer Staples,0.0,-1
SOLV,Solventum,Health Care,0.0,-1
DXCM,Dexcom,Health Care,0.0,-1
