symbol,name,sector,event_day_return,model_predicted,actual_post_event
RJF,Raymond James Financial,Financials,-0.05829230053783051,-7.828334469044963e-05,0.014856920603228973
LH,Labcorp,Health Care,0.0034755565694508106,-7.646990480864611e-05,-0.0657213952966077
NEM,Newmont,Materials,0.0008280491549772177,-7.573010187157984e-05,0.05259587138836442
EA,Electronic Arts,Communication Services,-0.005645058534890968,-7.55701097959796e-05,-0.038422995538468646
AOS,A. O. Smith,Industrials,-0.030019297884278526,-7.530353244383359e-05,-0.012487262862511455
BXP,"BXP, Inc.",Real Estate,-0.06733007512774561,-7.26405028815958e-05,-0.04810344657943083
ALB,Albemarle Corporation,Materials,-0.07696110166887005,-7.07905157073579e-05,-0.19515539750699026
ODFL,Old Dominion,Industrials,-0.0702804638931735,-7.054548163061131e-05,0.006400012247497824
IT,Gartner,Information Technology,-0.02142578662061872,-6.868950774281985e-05,-0.03242526847894887
RTX,RTX Corporation,Industrials,-0.0199186779998102,-6.486680738760453e-05,-0.024563953735623603
ARE,Alexandria Real Estate Equities,Real Estate,-0.05525648655557244,-6.353583496677262e-05,-0.14551181020426435
LUV,Southwest Airlines,Industrials,-0.09038403483136809,-6.174585675775144e-05,-0.11246981062873665
TFC,Truist Financial,Financials,-0.10206142160232792,-5.895640236427422e-05,-0.038529914031326044
RF,Regions Financial Corporation,Financials,-0.09526377248543537,-5.769721847746802e-05,-0.03160073761345088
PRU,Prudential Financial,Financials,-0.06376873923739201,-5.740616770451272e-05,-0.06210480047197509
WFC,Wells Fargo,Financials,-0.08239451350544137,-5.738211895248985e-05,-0.039762819293146075
