clustering,avg_path_length,sigma,modularity,nmi,gamma,bootstrap_id
0.5811268613498339,2.5226178258466883,3.557046050188914,0.20685606612893495,0.3541686328501069,2.988949886875967,184
0.5207693358352525,2.6766227679186847,4.4684038431987085,0.29275826594030196,0.38091748632636674,2.7567240553952375,185
0.5469672729750344,2.450654475626729,3.9389159171143766,0.25361177590133,0.3394275921412634,1.778781031055092,186
0.57624031910201,2.5528881026094647,3.9082873228113555,0.21316272076643733,0.32179602919319433,1.5901989569800938,187
0.5171265582224338,2.7715589284907622,4.81285931905823,0.35445532108334393,0.412618584722436,1.8843177518203058,188
0.5509680559510501,2.6189449549133346,3.972333256531242,0.24352380504952714,0.3691950055277023,1.6947281667438627,189
0.5540594718858901,2.5770908283366643,4.3306637684533715,0.28571686241662325,0.33821484881481156,1.7844936438502592,190
0.5372358166102249,2.667882842727298,4.038073949580086,0.270214583857325,0.398391442108494,1.6591298741055498,191
0.5392748996349388,2.590772157919772,4.138529433643856,0.2751753160432312,0.4031035689950787,1.704742485223751,192
0.5980426826870266,2.4377407604755374,3.413279099490307,0.18121284331214454,0.3503216412606439,1.49109078774059,193
0.5291407870932372,2.6058454171748657,4.270824138647604,0.30463954634050416,0.37853332470531303,2.9784526466395587,194
0.5691381669475628,2.3825921811731825,3.360108917277162,0.21084377421434566,0.37777452890925356,1.5365815853944018,195
0.5576228228286721,2.5014254010859363,3.936647958135699,0.24740962570836775,0.34142825820630585,2.7726844423491124,196
0.5039967298035758,2.798027421494914,5.621634738842564,0.3935003779083291,0.35161117231338845,2.14366144034727,197
0.5316374699975004,2.641561974432732,4.179991568944313,0.2828210668815209,0.35104154887193334,1.73205776668844,198
0.5494439030651145,2.5216309967929837,3.7699184236878063,0.2511778942830119,0.39679013770127386,1.6718814124379258,199
